review_item_id,titulo_a,texto_revision_a,fecha_iso_a,fuente_a,titulo_b,texto_revision_b,fecha_iso_b,fuente_b
PAIR-0025,"Chile ""está preparado"" para ""volver a liderar"" la producción mundial de litio, dice Boric","Chile ""está preparado"" para ""volver a liderar"" la producción mundial de litio, dice Boric
Aunque tiene las mayores reservas explotables de litio del mundo, Chile es el segundo productor mundial, por detrás de Australia, pero con Argentina siguiéndole de cerca.
El presidente chileno, Gabriel Boric, aseguró este jueves que Chile «está preparado» para recuperar el liderazgo en la producción del litio a nivel mundial, tras nueve años como segundo productor mundial, por detrás de Australia, que le arrebató la cabecera en 2017.
“Estoy convencido de que nuestro país está preparado para volver a liderar la producción del litio a nivel mundial y contribuir a la transición energética«, señaló Boric durante la firma de la actualización del contrato de operaciones de litio en el Salar de Maricunga, el segundo con la concentración más elevada de litio en el mundo después del Salar de Atacama.
Boric, que durante su mandato -que dejará el próximo 11 de marzo- ha puesto énfasis en las energías renovab",2026-02-12T18:26:52Z,Banca y Negocios,"Chile ""está preparado"" para ""volver a liderar"" la producción mundial de litio, dice Boric","Tecnología moderna
Chile ""está preparado"" para ""volver a liderar"" la producción mundial de litio, dice Boric
EFE / Santiago de Chile
El presidente chileno, Gabriel Boric, aseguró este jueves que Chile ""está preparado"" para recuperar el liderazgo en la producción del litio a nivel mundial, tras nueve años como segundo productor mundial, por detrás de Australia, que le arrebató la cabecera en 2017.
“Estoy convencido de que nuestro país está preparado para volver a liderar la producción del litio a nivel mundial y contribuir a la transición energética"", señaló Boric durante la firma de la actualización del contrato de operaciones de litio en el Salar de Maricunga, el segundo con la concentración más elevada de litio en el mundo después del Salar de Atacama.
Boric, que durante su mandato -que dejará el próximo 11 de marzo- ha puesto énfasis en las energías renovables, presentó en abril de 2023 una Estrategia Nacional del Litio para aumentar la producción del mineral en un 70 % antes de 203",2026-02-12T22:02:16Z,Visión 360
PAIR-0026,"Intoxicación masiva en un cordón industrial chileno: “Está todo contaminado: suelo, agua y aire”","Intoxicación masiva en un cordón industrial chileno: “Está todo contaminado: suelo, agua y aire”
El Gobierno decreta la alerta sanitaria y no descarta el cierre de la fundición de Codelco en la bahía de Quintero-Puchucanví, en Valparaíso
Más de un centenar de vecinos de la bahía de Quintero-Puchuncaví (Valparaíso) resultaron intoxicados la semana pasada debido a los altos niveles de dióxido de azufre emanados de un cordón industrial levantado hace medio siglo. La mayoría de los afectados fueron niños y se suspendieron las clases en los colegios. Esta es una de las cinco zonas de sacrificio del país, llamada así porque empresas públicas y privadas afectan la salud de los habitantes.
Las autoridades del Gobierno de Gabriel Boric decretaron alerta sanitaria, se comprometieron a realizar un estudio y diagnóstico sobre el impacto de los gases tóxicos en la población, una de las medidas que ordenó la Corte Suprema en un fallo de 2019 -el Instituto Noruego de Calidad del Aire (NILU) realizó u",2022-06-15T07:00:00Z,EL PAÍS,No + zonas de sacrificio. Nuevas intoxicaciones en Quintero-Puchuncaví: Los estragos de una contaminación que no para,"122 casos de personas que han reportado intoxicaciones, suspensión de clases en recintos educacionales, exceso de hidrocarburos en el aire y la alerta de contaminantes que pueden ser cancerígenos para la población azotan nuevamente a las comunas de Quintero y Puchuncaví. Las alertas sanitarias del gobierno a la medida de los empresarios son insuficientes.
Miércoles 31 de mayo de 2023
Semanas de terror vuelven a vivir niños, adultos mayores, trabajadores y la comunidad completa de Quintero-Puchuncaví producto del exceso de material contaminante en el aire que ha generado una ola de nuevas intoxicaciones masivas.
El exceso de hidrocarburos en el aire y la preocupante alerta que advierte que el contaminante presente en Quintero-Puchuncaví se trata de Benceno, un componente declarado cancerígeno por la Organización Mundial de la Salud, ha tenido como consecuencia el copamiento de los centros de salud producto de las intoxicaciones que han afectado sobre todo a niños y niñas, además de la s",2023-05-31T07:00:00Z,La Izquierda Diario
PAIR-0027,El Agua en el Litio,"""Nuestro desafío es que Chile se transforme en el principal productor de litio del mundo, aumentando así su riqueza y desarrollo, distribuyéndola justamente, al mismo tiempo que protegemos la biodiversidad de los salares"". Así lo planteó el Presidente de la República, Gabriel Boric, al presentar la Estrategia Nacional del Litio el pasado 20 de abril.
En ese contexto, uno de los principales retos tiene que ver con resguardar el agua presente en los mencionados ecosistemas y optimizar la gestión hídrica en esta industria.
¿Cómo hacerlo? Especialistas entregan algunas respuestas.
Proceso Productivo
Para analizar adecuadamente el tema planteado, lo primero es conocer el proceso productivo de esta industria que en nuestro país obtiene el metal blanco desde la salmuera que es ""agua muy salobre que contiene del orden de 70 veces la sal contenida en agua dulce y 10 veces la sal contenida en agua de mar"".
Así lo indica Víctor Pérez, Asesor de Minería Verde de la Corporación Alta Ley, quien lueg",2023-05-20T07:00:47Z,Induambiente,El Agua en el Litio,"""Nuestro desafío es que Chile se transforme en el principal productor de litio del mundo, aumentando así su riqueza y desarrollo, distribuyéndola justamente, al mismo tiempo que protegemos la biodiversidad de los salares"". Así lo planteó el Presidente de la República, Gabriel Boric, al presentar la Estrategia Nacional del Litio el pasado 20 de abril.
En ese contexto, uno de los principales retos tiene que ver con resguardar el agua presente en los mencionados ecosistemas y optimizar la gestión hídrica en esta industria.
¿Cómo hacerlo? Especialistas entregan algunas respuestas.
Proceso Productivo
Para analizar adecuadamente el tema planteado, lo primero es conocer el proceso productivo de esta industria que en nuestro país obtiene el metal blanco desde la salmuera que es ""agua muy salobre que contiene del orden de 70 veces la sal contenida en agua dulce y 10 veces la sal contenida en agua de mar"".
Así lo indica Víctor Pérez, Asesor de Minería Verde de la Corporación Alta Ley, quien lueg",2023-07-19T01:13:03Z,Induambiente
PAIR-0028,"Presidente Boric y Gabinete Económico dan el vamos NovaAndino Litio, sociedad conjunta Codelco-SQM para el desarrollo del litio en el Salar de Atacama","La sociedad conjunta inauguró su gobierno corporativo con la realización de su primer directorio, tras completar todas las revisiones legales y regulatorias en Chile y el extranjero. Este hito abre una nueva etapa para el desarrollo del litio con mayor valor público, altos estándares ambientales, y una gobernanza robusta y transparente. “Codelco es desde hoy una empresa que produce cobre y litio, y con ello ponemos a Chile como protagonista en la transición energética y la descarbonización de la economía”, indicó Máximo Pacheco.
Este lunes 29 de diciembre se celebró la primera sesión del directorio de Nova Andino Litio SpA, la sociedad conjunta de Codelco y SQM que desarrollará la producción de este mineral en el Salar de Atacama. El directorio de la nueva empresa quedó conformado por Máximo Pacheco M., Josefina Montenegro A. y Alfredo Moreno Ch. por parte de Codelco, y Ricardo Ramos R., Hernán Uribe G. y Manuel Ovalle E. por parte de SQM. En la ocasión, se eligió a Máximo Pacheco como",2025-12-29T08:00:00Z,"Ministerio de Economía, Fomento y Turismo",Codelco y SQM sellan formalmente NovaAndino Litio para desarrollar litio en el Salar de Atacama,"Chile
Este hito abre una nueva etapa para el desarrollo del litio con mayor valor público, altos estándares ambientales, y una gobernanza robusta y transparente.
martes 30 de diciembre del 2025.- Este lunes se celebró la primera sesión del directorio de Nova Andino Litio SpA, la sociedad conjunta de Codelco y SQM que desarrollará la producción de este mineral en el Salar de Atacama. El directorio de la nueva empresa quedó conformado por Máximo Pacheco M., Josefina Montenegro A. y Alfredo Moreno Ch. por parte de Codelco, y Ricardo Ramos R., Hernán Uribe G. y Manuel Ovalle E. por parte de SQM.
En la ocasión, se eligió a Máximo Pacheco como presidente, y a Ricardo Ramos como vicepresidente del cuerpo colegiado; se designó al actual gerente general de SQM Litio, Carlos Díaz, en el cargo de gerente general de NovaAndino Litio, y a Eduardo Foix como su gerente de Finanzas.
La materialización de la sociedad conjunta culmina un proceso que se inició en mayo de 2023, cuando partieron formalment",2025-12-30T08:00:00Z,Portal Minero
PAIR-0029,"Corte Suprema ordena nuevas medidas para enfrentar contaminación en Quintero, Puchuncaví y Concón","Corte Suprema ordena nuevas medidas para enfrentar contaminación en Quintero, Puchuncaví y Concón
El máximo tribunal acogió un recurso de protección interpuesto por el Instituto Nacional de Derechos Humanos y 317 personas afectadas por contaminación, en junio de 2022.
La Corte Suprema ordenó al Ministerio del Medio Ambiente designar, al menos, a dos funcionarios con dedicación exclusiva para la fiscalización y verificación del cumplimiento de las normas dispuestas para evitar la contaminación atmosférica en las comunas de Concón, Quintero y Puchuncaví. Estos funcionarios, según el máximo tribunal, “deberán permanecer en el lugar de su cometido”.
Las medidas —que se suman a otras que ya dictó la Corte Suprema con el mismo propósito y que modifican el actual Plan de Prevención y Descontaminación Atmosférica (PPDA) vigente para esas comunas desde 2019— fueron dispuestas al acoger un recurso de protección interpuesto por el Instituto Nacional de Derechos Humanos y 317 personas afectadas en",2023-05-29T07:00:00Z,Revista Nueva Minería,Declaración de Fundación Terram sobre el cierre definitivo de Fundición Ventanas,"Declaración de Fundación Terram sobre el cierre definitivo de Fundición Ventanas
“La población de Puchuncaví y Quintero ha sufrido, asimismo, la injusticia ambiental a causa de funcionamiento desregulado del Complejo Industrial de Ventanas (CIV), donde la fundición fue uno de los principales responsables de emisión de Dióxido de Azufre (SO2) y de Arsénico (As), que enfermó silenciosamente por décadas a las personas. Es nuestro mayor deseo que esta medida sea el inicio de un verdadero camino hacia la Justicia Ambiental, y se logre avanzar hacia una equitativa distribución de la carga de beneficios y/o perjuicios, para ir “emparejando la cancha”. Recordamos, sin embargo, que el cierre de Fundición Ventanas, es insuficiente para superar el estado de contaminación en que se encuentra la Bahía, y emplazamos a las autoridades y al mundo político a que se hagan cargo de solucionar la contaminación industrial de la zona, tras casi 60 años de funcionamiento de las empresas que operan allí”.
“Pu",2023-05-31T07:00:00Z,Fundación Terram
PAIR-0030,Codelco División Andina ingresa EIA del proyecto Sistema de impulsión de agua para uso industrial,"NoticiasPor Javiera Pizzoleo , 5 de noviembre de 2024 | 08:28
Codelco DivisiÃ³n Andina ingresa EIA del proyecto Sistema de impulsiÃ³n de agua para uso industrial
El proyecto busca construir y operar infraestructura para conducir aguas para uso industrial, desde el sector OvejerÃa hasta la planta concentradora en DivisiÃ³n Andina.
Codelco ingresÃ³ el Estudio de Impacto Ambiental (EIA) el proyecto del Sistema de impulsiÃ³n de agua para uso industrial desde DepÃ³sito de Relaves OvejerÃa a Planta Concentradora de DivisiÃ³n Andina.Â
El objetivo de la iniciativa es construir y operar infraestructura para conducir aguas para uso industrial, desde el sector OvejerÃa hasta la planta concentradora en DivisiÃ³n Andina. La infraestructura permitirÃ¡ hacer frente a los desafÃos en materia de suministro hÃdrico.Â
âEste proyecto mejorarÃ¡ la disponibilidad de recursos hÃdricos con la implementaciÃ³n de una alternativa sustentableÂ queÂ aborda elÂ escenario de escasez que enfrenta la regiÃ³n. Esto nos",2024-11-05T08:00:00Z,Reporte Minero,Tubería de acero pasaría por RM y Valparaíso para que Codelco Andina tenga agua de forma sustentable,"Codelco comunicÃ³ este martes que el plan de impulsiÃ³n de agua para uso industrial, para que la DivisiÃ³n Andina consiga el recurso hÃdrico de forma mÃ¡s sustentable, sigue avanzando.
En detalle, el proyecto “Sistema de impulsiÃ³n de agua para uso industrial desde DepÃ³sito de Relaves OvejerÃa a Planta Concentradora de DivisiÃ³n Andina” culminÃ³ un proceso de “ParticipaciÃ³n Ciudadana Temprana”.
Y ahora, ingresÃ³ al Sistema de EvaluaciÃ³n de Impacto Ambiental (SEIA) para iniciar su proceso de tramitaciÃ³n por parte de la DirecciÃ³n Ejecutiva del Servicio de EvaluaciÃ³n Ambiental (SEA).
TuberÃa de acero soterrada, 3 estaciones de bombeo y 1.650 trabajadores
La iniciativa -conforme a lo indicado por la estatal- permitirÃ¡ una continuidad operacional y se considera construir y operar infraestructura para la conducciÃ³n de aguas de uso industrial.
Para ello, se contempla la instalaciÃ³n de una tuberÃa de acero soterrada de 28 pulgadas de diÃ¡metro, conectada al canal de contorno del depÃ³",2024-11-05T08:00:00Z,BioBioChile
PAIR-0031,Coquimbo: SMA ordena Medidas Urgentes y Transitorias a los titulares del proyecto Parque Eólico Talinay por afectación de aves y murciélagos,"- Esto, por el incumplimiento de medidas establecidas en la RCA frente a la colisión de aves contra las torres del parque.
Región de Coquimbo, 17 de julio de 2024.- La Superintendencia del Medio Ambiente (SMA) ordenó a las empresas Eólica Talinay S.A., Parque Talinay Oriente S.A. y Parque tlinay Poniente S.A., titulares del proyecto “Parque Eólico Talinay” -calificado ambientalmente favorable a través de la RCA N°158/2019-, la adopción de Medidas Urgentes y Transitorias por un plazo de 60 días corridos, por el incumplimiento de medidas establecidas en el permiso ambiental frente a la colisión de aves (cóndores y halcones) y murciélagos contra las torres del parque.
Actualmente, el proyecto consiste en un parque eólico con 77 aerogeneradores, 32 en la sección poniente y 45 en la sección oriente, los que poseen 90 metros de diámetro del rotor y una altura de 80 metros. Entre sus instalaciones, además de los aerogeneradores, el parque eólico contempla la construcción de líneas de transmis",2024-07-17T07:00:00Z,Superintendencia Del Medio Ambiente,Por muerte de cóndores: SMA ordenó medidas preventivas en el parque eólico Talinay,"La Superintendencia del Medio Ambiente (SMA) ordenó al Parque Eólico Talinay, ubicado en la comuna de Ovalle, Región de Coquimbo, la adopción de medidas urgentes y transitorias por un plazo de 60 días corridos, debido a la colisión de cóndores, halcones y murciélagos contra las torres del recinto.
Actualmente, el proyecto consiste en un parque eólico con 77 aerogeneradores, 32 en la sección poniente y 45 en la sección oriente, los que poseen 90 metros de diámetro del rotor y una altura de 80 metros.
Entre sus instalaciones, además de los aerogeneradores, el parque eólico contempla la construcción de líneas de transmisión subterránea y aérea, una subestación eléctrica, dos miradores y un centro cultural abierto. El proyecto se encuentra ubicado a la altura del kilómetro 354 de la Ruta 5 Norte, en la comuna de Ovalle.
La SMA resaltó que el permiso ambiental del proyecto establece el compromiso por parte del titular de llevar un registro de la avifauna que eventualmente pudiera ser impact",2024-07-18T00:00:00,Diario Usach
PAIR-0032,Dictaminaron medidas provisionales contra Codelco y termoeléctrica AES Andes por emisiones contaminantes en Quintero Puchuncaví,"La madrugada de este lunes 6 de junio se registró un peak de dióxido de azufre que superó cuatro veces la norma nacional.
Fotografía portada: Vista del complejo del CODELCO en Quintero-Puchuncavi. Registro de Anita Peña Saavedra
“Las medidas se fundamentan debido al aumento en las concentraciones de dióxido de azufre, lo cual ha significado un riesgo a la salud de la población»
La Superintendencia del Medio Ambiente, instruyó dos acciones a Codelco y una a la termoeléctrica Ventanas, con el objetivo de disminuir sus emisiones para resguardar la salud de la población.
Ver también
Habitantes de Quintero protestaron frente a Codelco Ventanas por contaminación con dióxido de azufre: «Basta de sacrificar a los niños y la gente del pueblo para que se sigan enriqueciendo» / https://www.elciudadano.com/chile/habitantes-de-quintero-protestaron-frente-a-codelco-ventanas-por-contaminacion-con-dioxido-de-azufre-basta-de-sacrificar-a-los-ninos-y-la-gente-del-pueblo-para-que-se-sigan-enriqueciendo/0",2022-06-08T07:00:00Z,elciudadano.com,"SMA decretó medidas contra siete empresas de Concón, Quintero y Puchuncaví","La Superintendencia de Medio Ambiente decretó diversas medidas provisionales contra siete empresas de la bahía de Concón, Quintero y Puchuncaví tras episodio de contaminación.
Desde el organismo establecieron que ante condición de “mala ventilación” y/o dos promedios horarios consecutivos de inversión térmica mayor o igual a 1,5°C se deberá reducir en un 70% los flujos nominales de cargas y descargas de productos combustibles que emitan COVs. Además, tendrán que disminuir en 50% cargas y/o transporte de productos combustibles de camiones.
Asimismo, ante condición de “regular ventilación” ordenaron reducir en un 50% sus flujos nominales de cargas y descargas de productos combustibles que emitan COVs. También, deberán reducir en 30% cargas y/o transporte de productos combustibles de camiones.
De esta forma, precisaron que en caso que no exista carga y descargas de combustibles se aplicará el plan operacional correspondiente a cada empresa, considerando una condición de “mala ventilación”",2023-05-24T07:00:00Z,Radio Universidad de Chile
PAIR-0033,Corte Suprema confirma multa de 1.500 UTM a CGE por iniciar proyectos eléctricos sin autorización del Coordinador,"Title: Corte Suprema confirma multa de 1.500 UTM a CGE por iniciar proyectos eléctricos sin autorización del Coordinador

URL Source: https://www.diarioconstitucional.cl/2025/10/10/corte-suprema-confirma-multa-de-1-500-utm-a-cge-por-iniciar-proyectos-electricos-sin-autorizacion-del-coordinador

Published Time: 2025-10-10T03:25:05+00:00

Markdown Content:
Corte Suprema confirma multa de 1.500 UTM a CGE por iniciar proyectos eléctricos sin autorización del Coordinador - Diario Constitucional
===============

[Registrarse](https://www.diarioconstitucional.cl/2025/10/10/corte-suprema-confirma-multa-de-1-500-utm-a-cge-por-iniciar-proyectos-electricos-sin-autorizacion-del-coordinador)

*   [Nacional](https://www.diarioconstitucional.cl/noticias-pais/)
*   [Internacional](https://www.diarioconstitucional.cl/noticias-internacional/)
*   [Opinión](https://www.diarioconstitucional.cl/articulos/)
*   [Cartas al Director](https://www.diarioconstitucional.cl/cartas-al-director/)
*   [Entrevistas](h",2025-10-10T07:00:00Z,Diario Constitucional,Corte Suprema avala consulta indígena por nuevos contratos del Salar de Atacama y descarta vicios en su metodología,"Title: Corte Suprema avala consulta indígena por nuevos contratos del Salar de Atacama y descarta vicios en su metodología

URL Source: https://www.diarioconstitucional.cl/2026/01/06/corte-suprema-avala-consulta-indigena-por-nuevos-contratos-del-salar-de-atacama-y-descarta-vicios-en-su-metodologia

Published Time: 2026-01-06T04:15:22+00:00

Markdown Content:
Corte Suprema avala consulta indígena por nuevos contratos del Salar de Atacama y descarta vicios en su metodología - Diario Constitucional
===============

[Registrarse](https://www.diarioconstitucional.cl/2026/01/06/corte-suprema-avala-consulta-indigena-por-nuevos-contratos-del-salar-de-atacama-y-descarta-vicios-en-su-metodologia)

*   [Nacional](https://www.diarioconstitucional.cl/noticias-pais/)
*   [Internacional](https://www.diarioconstitucional.cl/noticias-internacional/)
*   [Opinión](https://www.diarioconstitucional.cl/articulos/)
*   [Cartas al Director](https://www.diarioconstitucional.cl/cartas-al-director/)
*   [Entrev",2026-01-06T08:00:00Z,Diario Constitucional
PAIR-0034,Mucho litio y poca agua: el dilema de Atacama ante el auge del ‘oro blanco’,"Mucho litio y poca agua: el dilema de Atacama ante el auge del ‘oro blanco’
El desierto de Atacama es una importante fuente de litio para baterías de vehículos eléctricos. A medida que aumenta la demanda mundial, el pueblo Lickanantay se apresura a proteger las ya escasas reservas de agua y su estilo de vida
EL PAÍS ofrece en abierto la sección América Futura por su aporte informativo diario y global sobre desarrollo sostenible. Si quieres apoyar nuestro periodismo, suscríbete aquí.
En la plaza principal de Peine, un pueblo de casas bajas y calles de tierra del Desierto de Atacama, en el norte de Chile, apenas hay movimiento. Es mediodía y el sol se asoma en el cielo sin nubes. De vez en cuando, un camión rompe el silencio mientras trepa sus pendientes agrietadas. Pero no siempre es así de tranquilo. Aunque esta localidad tiene poco más de 300 habitantes, su población puede cuadruplicarse después de las seis de la tarde, cuando regresan a descansar los trabajadores del litio. Este mine",2025-03-26T07:00:00Z,EL PAÍS,Los vicios de las Consultas Indígenas sobre la Estrategia Nacional del Litio en el Salar de Atacama,"Cuando el presidente Gabriel Boric anunció la Estrategia Nacional del Litio en 2023, el pueblo Atacameño Lickanantay aún no había sido consultado sobre esta medida administrativa. La mayor preocupación para las comunidades es el agua. Según la investigación de Garcés y Álvarez, producir una tonelada de litio en el Salar de Atacama implica evaporar 2,2 millones de litros de agua, afectando directamente el territorio.
-Daniela Rodríguez
Consultas indígenas: procesos sin respuesta
En 2024, CORFO realizó una consulta indígena sobre la distribución de aportes de SQM Salar S.A. El proceso acentuó divisiones: las comunidades del sur del salar, más cercanas a las faenas, reclamaron mayor afectación; las del norte advirtieron que todo el territorio sufre, porque las aguas subterráneas y afluentes están conectados. Desde el conocimiento indígena, el agua es un espíritu indivisible.
Las asociaciones lickanantay quedaron excluidas de la consulta sobre los aportes, ya que 4 años antes, en 2020, COR",2025-08-20T07:00:00Z,Radio JGM
PAIR-0035,Autoridades participan del cierre de Fundición Ventanas,"By on

· Junto a este cierre, el Gobierno anunció un plan de 40 acciones para Concón, Quintero y Puchuncaví.

Con la presencia de la ministra de Minería, Marcela Hernando, la titular de Medio Ambiente, Maisa Rojas, el presidente del Directorio de Codelco, Máximo Pacheco, además de representantes de los sindicatos de trabajadores, se dio la instrucción de apagado de quemador del Convertidor Teniente, con lo que se concreta el cierre definitivo de la Fundición Codelco Ventanas.

Se trata de una medida sumamente esperada por los vecinos de Concón, Quintero y Puchuncaví, ya que con ello se pone fin a una fundición que aportaba el 54% de las emisiones anuales de dióxido de azufre, un componente dañino para la salud de las personas.

Las autoridades destacaron que si bien su cierre es importante, esta no es la única fuente de emisiones. En esa zona operan 16 empresas que han contribuido al escenario actual que no es tolerable para la población, es por ello, que junto a este cierre el Gobiern",2023-05-31T07:00:00Z,Diario La Quinta,"Cámara aprobó informe sobre contaminación en Concón, Quintero y Puchuncaví","La Cámara de Diputadas y Diputados aprobó el informe respecto a contaminación en Concón, Quintero y Puchuncaví, Región de Valparaíso.
Durante este martes, la Sala de la Cámara Baja respaldo el texto de la comisión que fiscalizó los actos del Gobierno respecto al monitoreo y control de las emisiones que motivaron una alerta de emergencia ambiental durante junio de 2022.
Cabe señalar que el hecho afectó principalmente a escolares de la población de la Bahía de Quinterno entre el 6 y 8 de junio de 2022.
En el documento, se destacó que, durante 2011 y 2018, se desarrollaron otras comisiones especiales investigadoras sobre la contaminación en la zona, donde las recomendaciones realizadas no se materializaron en políticas concretas.
Pese a esto, se evidenció que las actuales autoridades del Estado han tomado acción que busca corregir la matriz del problema y encontrar soluciones de fondo para la comunidad que se ha visto afectada por la contaminación en la zona.
De esta forma, se concluyó qu",2023-07-05T07:00:00Z,Radio Universidad de Chile
PAIR-0036,Autoridades participan del cierre de Fundición Ventanas,"By on

· Junto a este cierre, el Gobierno anunció un plan de 40 acciones para Concón, Quintero y Puchuncaví.

Con la presencia de la ministra de Minería, Marcela Hernando, la titular de Medio Ambiente, Maisa Rojas, el presidente del Directorio de Codelco, Máximo Pacheco, además de representantes de los sindicatos de trabajadores, se dio la instrucción de apagado de quemador del Convertidor Teniente, con lo que se concreta el cierre definitivo de la Fundición Codelco Ventanas.

Se trata de una medida sumamente esperada por los vecinos de Concón, Quintero y Puchuncaví, ya que con ello se pone fin a una fundición que aportaba el 54% de las emisiones anuales de dióxido de azufre, un componente dañino para la salud de las personas.

Las autoridades destacaron que si bien su cierre es importante, esta no es la única fuente de emisiones. En esa zona operan 16 empresas que han contribuido al escenario actual que no es tolerable para la población, es por ello, que junto a este cierre el Gobiern",2023-05-31T07:00:00Z,Diario La Quinta,Revista científica publica resultados de estudio liderado por la UV sobre daño a personas expuestas a metales pesados presentes en Quintero y Puchuncaví,"Revista científica publica resultados de estudio liderado por la UV sobre daño a personas expuestas a metales pesados presentes en Quintero y Puchuncaví
La Environmental Geochemistry and Health, reconocida revista holandesa de la editorial Springer que difunde investigaciones originales en el campo de la geoquímica ambiental, publicó recientemente el artículo “Daño oxidativo asociado a la exposición a metales pesados presentes en suelos del centro de Chile”, el cual da cuenta de los resultados de un estudio liderado por la directora del Centro Interdisciplinario de Estudios en Salud (CIESAL) y académica de la Escuela de Medicina de la Universidad de Valparaíso, Eva Madrid.
En este trabajo también participaron los investigadores Isabel González (PUCV), ingeniera ambiental que lideró la toma de muestras y los análisis del suelo; Sergio Muñoz (UFRO); Juan Reyes (PUCV); Felipe Martínez (UNAB); Felipe Cardemil (U. de Chile); José Pino (U. de Atacama), y Sebastián San Martín, del Centro de I",2023-11-21T08:00:00Z,Universidad de Valparaíso
PAIR-0037,Estos son los 18 pueblos atacameños que critican acuerdo Codelco y SQM,"Los más duros, los cercanos y más de US$130 millones entregados: El mapa de los 18 pueblos atacameños que critican acuerdo Codelco y SQM
La mayoría de las comunidades no celebró la extensión del contrato para la producción de litio en el Salar de Atacama hasta 2060. Cuestionan haberse enterado por la prensa y afirman que la sustentabilidad de la zona queda en riesgo al aumentar la producción a 300 mil toneladas anuales. Mientras tanto, SQM y Codelco, las dos compañías detrás del histórico acuerdo, tratan de estrechar relaciones para salvar el pacto.
Noticias destacadas
A las 17:50 horas del miércoles 27 de diciembre los representantes de las 18 comunidades que integran el Consejo de Pueblos Atacameños (CPA) recibieron por WhatsApp un mensaje: Codelco y SQM habían suscrito un acuerdo respecto a la extracción de litio en el Salar de Atacama por el cual se alargaba el contrato al 2060 y se aumentaba la producción a 300.000 toneladas anuales.
Exactamente 15 minutos después, ingresaban a la",2024-01-06T08:00:00Z,Diario Financiero,SQM se propone llegar a utilizar cero agua continental en la explotación de litio en el Salar de Atacama,"NoticiasPor Javiera Pizzoleo , 25 de septiembre de 2024 | 10:15
SQM se propone llegar a utilizar cero agua continental en la explotaciÃ³n de litio en el Salar de Atacama
el gerente general de SQM, Ricardo Ramos, expresÃ³ que la âidea es llegar a cero, es decir, cero agua en el largo plazo, cero agua continental en la faena del Salar de Atacamaâ.
Durante la comisiÃ³n de MinerÃa y EnergÃa del Senado, realizado el lunes 23 de septiembre, el gerente general de SQM, Ricardo Ramos, expresÃ³ que tienen como meta llegar a utilizar cero aguas continentales en la explotaciÃ³n de litio en el Salar de Atacama.Â
El acuerdo busca que de aquÃ al 2030, se produzca una extracciÃ³n de 1.350.000 toneladas de carbonato de litio. Bajo este contexto, Ramos explicÃ³ que dentro del proyecto definido con Codelco, la âidea es llegar a cero, es decir, cero agua en el largo plazo, cero agua continental en la faena del Salar de Atacamaâ.
En su momento, se habÃa propuesto disminuir el uso de aguas continentales en ",2024-09-25T07:00:00Z,Reporte Minero
PAIR-0038,SMA aplica millonaria sanción a Minera Escondida por daño ambiental,"La Superintendencia del Medio Ambiente (SMA) multó a Minera Escondida, con más de $6.600 millones, tras acreditar el impacto que se generó sobre las aguas subterráneas que sostienen el ecosistema en las Vegas de Tilopozo, en el Salar de Atacama.
Cabe recordar que el cargo formulado al titular fue por constatar una reducción del nivel freático mayor a 25 centímetros en el ""Sector de Tilopozo"", esto es la distancia a la que se encuentra el agua desde la superficie del terreno, superándose de forma irreversible y desde el año 2005, la disminución máxima aceptable que pueden soportar estos sistemas vegetaciones.
A juicio del Superintendente del Medio Ambiente, Cristóbal De La Maza, la Comunidad Indígena de Peine se ha visto significativamente afectada producto del uso desmedido por parte de la empresa del recurso hídrico que alimenta las Vegas de Tilopozo, las que son utilizadas por la comunidad como sustento económico para usos tradicionales.
Esta sanción tiene su origen en una denuncia p",2022-03-10T00:00:00,Diario Financiero,SMA sancionó a Minera Escondida por $6.600 millones tras daño ambiental – Superintendencia Del Medio Ambiente,"Luego de la tramitación del procedimiento sancionatorio, la Superintendencia del Medio Ambiente acreditó el cargo formulado a la minera, evidenciando que el titular produjo daño ambiental irreparable en las Vegas de Tilopozo.
Antofagasta, 10 de marzo de 2022.- La Superintendencia del Medio Ambiente (SMA) multó a Minera Escondida Ltda. (MEL), con más de $6.600 millones, tras acreditar el impacto sobre las aguas subterráneas que sostienen el ecosistema en las Vegas de Tilopozo, en el Salar de Atacama, con afectación significativa de éste, configurándose daño ambiental.
Cabe recordar que el cargo formulado al titular fue por constatar una reducción del nivel freático mayor a 25 centímetros en el “Sector de Tilopozo”, esto es la distancia a la que se encuentra el agua desde la superficie del terreno, superándose de forma irreversible y desde el año 2005, la disminución máxima aceptable que pueden soportar estos sistemas vegetaciones.
A juicio del Superintendente del Medio Ambiente, Cristób",2022-07-15T07:00:00Z,Superintendencia Del Medio Ambiente
