doc_id,fecha_iso,proyecto_instalacion,territorio,territorio_tipo,organizacion,organizacion_demandante_tipo,organizacion_demandada_tipo,procedimiento,procedimiento_familia,evento_fase,macrohilo_id,subhilo_primario,abstuvo,subhilo_secundario,subhilo_secundario_evidencia,multiasignado
2209,2024-04-11,estrategia nacional del litio,salar de maricunga,salar,comunidad colla pai ote;estrategia nacional del litio / codelco,Comunidad Indígena,Política Pública / Empresa Estatal,exposicion ante comision legislativa y declaracion publica de preocupacion,manifestacion_publica,manifestacion_publica::2024-04,H0000,estrategia nacional del litio,False,,[],False
2210,2023-05-04,estrategia nacional del litio,salar de atacama,salar,"comunidades indigenas del salar de atacama, expertos, conservacionistas, consejo de pueblos atacamenos;estrategia nacional del litio, gobierno de chile, codelco, sqm, albemarle, sorcia minerals",Comunidad Indígena y Expertos,Proyecto y Estado,denuncia y preocupacion social,administrativo_general,administrativo_general::2023-05,H0000,estrategia nacional del litio,False,,[],False
2211,2023-05-10,estrategia nacional del litio,salar de atacama,salar,comunidad de toconao opsal fundacion meri zoologico nacional de chile;estrategia nacional del litio mineria del litio,comunidad indigena|ONG|expertos,politica publica|empresa|proyecto,declaracion publica oposicion a politica publica,manifestacion_publica,manifestacion_publica::2023-05,H0000,estrategia nacional del litio,False,,[],False
271,2023-07-06,proyecto salar de maricunga,salar de maricunga,salar,codelco;salar blanco,empresa estatal,empresa privada,recurso judicial,judicial,judicial::2023-07,H0000,proyecto salar de maricunga,False,,[],False
2848,2024-03-14,salar de atacama,salar de atacama,salar,"comunidades indigenas, cientificos, onu;sqm, albemarle, gobierno chileno","comunidad indigena, ONG, cientificos","empresa, gobierno","denuncia, sancion, reclamo pac, comunicado",administrativo_sancionatorio,administrativo_sancionatorio::2024-03,H0000,salar de atacama,False,,[],False
301,2023-07-03,explotacion de litio en salar de maricunga,salar de maricunga,salar,comunidad colla pai ote;palacio de la moneda,pueblo indigena,estado,reclamacion,administrativo_general,administrativo_general::2023-07,H0000,explotacion de litio en salar de maricunga,False,,[],False
305,2025-07-31,proyecto blanco,salar de maricunga,salar,comunidad indigena colla de pai ote y vecinos de copiapo;minera salar blanco y servicio de evaluacion ambiental (sea),comunidad indígena y vecinos,empresa y autoridad ambiental,reclamacion judicial,judicial,judicial::2025-07,H0000,proyecto blanco,False,,[],False
306,2025-09-21,explotacion de litio en salar de maricunga,salar de maricunga,salar,codelco;cristina dorador,científica/académica,empresa/autoridad,declaracion publica con emplazamiento,manifestacion_publica,manifestacion_publica::2025-09,H0000,explotacion de litio en salar de maricunga,False,,[],False
39,2024-10-31,estrategia nacional del litio,socaire,locality,comunidad atacamena de socaire;corfo,comunidad indigena,institucion publica,reclamacion formal,administrativo_general,administrativo_general::2024-10,H0000,estrategia nacional del litio,False,estrategia nacional del litio (enl),"[{""via_doc"": ""18021"", ""w"": 0.8608, ""proyecto"": ""estrategia nacional del litio (enl)"", ""organizacion_compartida"": [""comunidad atacamena de socaire""]}]",True
41,2023-05-04,estrategia nacional del litio,san pedro de atacama,locality,consejo de pueblos atacamenos;presidente gabriel boric,pueblo indigena,estado,movilizacion,otro,otro::2023-05,H0000,estrategia nacional del litio,False,,[],False
5763,2024-06-14,explotacion de litio en salar de maricunga,salar de maricunga,salar,codelco;comunidad colla en el salar de maricunga,comunidad indígena,empresa estatal,reclamacion formal,administrativo_general,administrativo_general::2024-06,H0000,explotacion de litio en salar de maricunga,False,,[],False
6380,2023-12-28,salar futuro,salar de atacama,salar,codelco y sqm;consejo de pueblos atacamenos,pueblo indigena,empresa,reclamacion formal,administrativo_general,administrativo_general::2023-12,H0000,salar futuro,False,,[],False
6384,2024-01-10,acuerdo para la produccion del litio entre el gobierno y sqm,salar de atacama,salar,consejo de pueblos atacamenos;sqm,pueblo indigena,empresa,protesta,manifestacion_publica,manifestacion_publica::2024-01,H0000,acuerdo para la produccion del litio entre el gobierno y sqm,False,,[],False
6416,2023-06-29,estrategia nacional del litio,san pedro de atacama,locality,consejo de pueblos atacamenos;presidente gabriel boric,pueblo indigena,autoridad,rechazo formal,manifestacion_publica,manifestacion_publica::2023-06,H0000,estrategia nacional del litio,False,,[],False
73,2025-07-25,estrategia nacional del litio,salar de atacama,salar,acuerdo codelco-sqm;comision investigadora de la camara de diputados,comision parlamentaria,acuerdo empresa-estado,reclamacion parlamentaria,administrativo_general,administrativo_general::2025-07,H0000,estrategia nacional del litio,False,,[],False
8095,2025-08-18,produccion de sales maricunga,salar de maricunga,salar,sominor (grupo errazuriz) y enel green power chile s.a;subsecretaria de mineria / consejo para la transparencia,empresa,estado_institucion,recurso de ilegalidad,otro,otro::2025-08,H0000,produccion de sales maricunga,False,,[],False
84,2025-09-20,explotacion de litio en salar de atacama,salar de atacama,salar,comunidades indigenas;sqm lithium y estado chileno,comunidades indígenas,empresa y Estado,demanda judicial,judicial,judicial::2025-09,H0000,explotacion de litio en salar de atacama,False,,[],False
8538,2025-10-12,salar de atacama,salar de atacama,salar,albemarle corp;comision chilena de energia nuclear (cchen),estado_actor,empresa,advertencia legal con plazo,otro,otro::2025-10,H0000,salar de atacama,False,,[],False
9084,2024-03-03,alianza codelco-sqm,salar de atacama,salar,codelco y sqm;comunidades atacamenas,pueblo indigena,empresa,bloqueo,manifestacion_publica,manifestacion_publica::2024-03,H0000,alianza codelco-sqm,False,,[],False
970,2023-05-04,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos;estrategia nacional del litio,comunidad indigena,politica publica de transicion,declaracion publica,manifestacion_publica,manifestacion_publica::2023-05,H0000,estrategia nacional del litio,False,,[],False
978,2023-05-05,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos (cpa);estrategia nacional del litio / gobierno de chile,Comunidad Indígena,Política Pública / Estado,rechazo y denuncia publica,manifestacion_publica,manifestacion_publica::2023-05,H0000,estrategia nacional del litio,False,,[],False
983,2023-05-08,estrategia nacional del litio,salar de atacama,salar,consejo de pueblos atacamenos (cpa);estrategia nacional del litio / codelco,Comunidad Indígena,Política Pública / Empresa Estatal,rechazo y demanda de consulta,judicial,judicial::2023-05,H0000,estrategia nacional del litio,False,,[],False
15120,2025-08-15,dominga,la higuera,commune,"dominga;oceana, movimiento en defensa del medio ambiente de la higuera, comite de agua potable rural los choros, asociacion de pequenos propietarios agricolas de los choros",ONG y organizaciones comunitarias,proyecto,recurso judicial,judicial,judicial::2025-08,H0001,dominga,False,,[],False
15123,2024-12-19,dominga,la higuera,commune,"mas de 40 organizaciones ambientales, sociales, de pescadores, culturales e indigenas diputados del frente amplio;proyecto dominga, tribunal de antofagasta, comite de ministros, presidente gabriel boric","organizaciones sociales y ambientales, diputados","proyecto, tribunal, comité de ministros, gobierno","rechazo formal, recurso administrativo, solicitud de fiscalizacion",manifestacion_publica,manifestacion_publica::2024-12,H0001,dominga,False,,[],False
15126,2025-01-09,dominga,la higuera,commune,"alcaldesa de la higuera, uberlinda aquea;proyecto dominga",municipio,proyecto,recurso de reclamacion,administrativo_general,administrativo_general::2025-01,H0001,dominga,False,,[],False
15127,2025-02-18,dominga,la higuera,commune,"comunidades de la higuera, asociacion comunal, sindicato de pescadores, camara de comercio, junta de vecinos;gobierno, comite de ministros, presidente boric",comunidad/organizacion territorial,autoridad,reclamacion formal,administrativo_general,administrativo_general::2025-02,H0001,dominga,False,,[],False
15130,2025-01-04,proyecto dominga,la higuera,commune,alcaldesa de la higuera (uberlinda aquea);presidente de la republica,municipio,autoridad,declaracion publica con posicion critica y llamado a autoridad,manifestacion_publica,manifestacion_publica::2025-01,H0001,proyecto dominga,False,,[],False
15131,2025-01-10,dominga,la higuera,commune,andes iron;comite de ministros,empresa,autoridad,rechazo oficial y anuncio de acciones judiciales,otro,otro::2025-01,H0001,dominga,False,,[],False
15132,2024-12-12,proyecto dominga,la higuera,locality,gobierno del presidente gabriel boric y comite de ministros;sindicatos de pescadores artesanales de la higuera,comunidad,state_actor,reclamacion judicial,judicial,judicial::2024-12,H0001,proyecto dominga,False,,[],False
15137,2023-06-30,dominga,la higuera,locality,"comite de ministros;gremios de pescadores de totoralillo norte, caleta los hornos y chungungo",organización territorial,autoridad,rechazo formal e impugnacion judicial,manifestacion_publica,manifestacion_publica::2023-06,H0001,dominga,False,,[],False
15138,2022-01-12,minera dominga,la higuera,commune,"andes iron;fima, oceana",ONG,empresa,recurso de casacion,judicial,judicial::2022-01,H0001,minera dominga,False,,[],False
15141,2023-01-18,minera dominga,la higuera,commune,andes iron;organizaciones sociales y cientificas,comunidad científica y organizaciones sociales,empresa,rechazo administrativo con reclamaciones,administrativo_general,administrativo_general::2023-01,H0001,minera dominga,False,,[],False
15142,2021-08-11,dominga,la serena,other,andes iron;manifestantes en la serena y coquimbo,comunidad,empresa,protesta,manifestacion_publica,manifestacion_publica::2021-08,H0001,dominga,False,,[],False
15143,2023-07-01,dominga,los choros,aquifer,"andes iron spa;movimiento en defensa del medio ambiente de la higuera, comite de agua potable rural los choros, asociacion de pescadores y mariscadores de los choros, oceana","ONG, comunidad, pescadores",empresa,rechazo oficial,otro,otro::2023-07,H0001,dominga,False,,[],False
15146,2022-04-07,dominga,la higuera,commune,andes iron;comunidades de la zona y asociacion de pescadores y mariscadores de los choros,comunidad,empresa,reclamacion judicial,judicial,judicial::2022-04,H0001,dominga,False,,[],False
15148,2023-01-18,dominga,la higuera,commune,andes iron;comite de ministros,empresa,estado,recurso judicial,judicial,judicial::2023-01,H0001,dominga,False,,[],False
15151,2018-03-14,dominga,la higuera,commune,mesa comunal de la higuera;servicio de evaluacion ambiental (sea),comunidad,autoridad,recurso de reclamacion,administrativo_general,administrativo_general::2018-03,H0001,dominga,False,,[],False
15152,2023-07-28,proyecto dominga,bahia de totoralillo norte,coastal_area,"andes iron;seremi de medio ambiente de coquimbo, leonardo gros",empresa,autoridad,querella,otro,otro::2023-07,H0001,proyecto dominga,False,,[],False
15154,2023-12-26,dominga,archipielago de humboldt,marine_protected_area,andes iron;primer tribunal ambiental de antofagasta,empresa,tribunal,recurso/apelacion,judicial,judicial::2023-12,H0001,dominga,False,,[],False
15156,2019-10-09,dominga,los choros,locality,andes iron;servicio de evaluacion ambiental,empresa,institucion publica,reclamacion,administrativo_general,administrativo_general::2019-10,H0001,dominga,False,,[],False
15157,2024-12-17,proyecto minero-portuario dominga,la higuera,commune,"organizaciones sociales, ambientales, de pescadores, culturales e indigenas de la higuera y freirina, junto a agrupaciones de atacama y coquimbo;presidente gabriel boric, comite de ministros",coalición de organizaciones,autoridad nacional,rechazo y exigencia formal,otro,otro::2024-12,H0001,proyecto minero-portuario dominga,False,,[],False
15158,2018-01-22,dominga,la higuera,commune,"comunidades de la higuera, federacion de pescadores, asociacion de mariscadores, empresarios turisticos, mesa consultiva de la reserva pinguino de humboldt;proyecto minero portuario dominga",comunidad/organización territorial,proyecto,recurso judicial,judicial,judicial::2018-01,H0001,dominga,False,,[],False
15164,2024-12-11,dominga,archipielago de humboldt,marine_protected_area,daniel manouchehri;dominga,diputado,proyecto,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2024-12,H0001,dominga,False,,[],False
15166,2022-07-21,dominga,la higuera,commune,andes iron;corporacion nacional forestal (conaf),institucion publica,empresa,reclamacion formal,administrativo_general,administrativo_general::2022-07,H0001,dominga,False,,[],False
15169,2017-08-21,dominga,reserva nacional de pinguinos de humboldt,protected_area,consejo de evaluacion ambiental de la region de coquimbo;proyecto dominga,consejo regional,proyecto,rechazo oficial,otro,otro::2017-08,H0001,dominga,False,,[],False
15172,2017-10-13,dominga,punta choros,locality,andes iron;comite de ministros,empresa,comité de ministros,recurso ambiental impugnado,otro,otro::2017-10,H0001,dominga,False,,[],False
1554,2025-08-14,dominga,la higuera,commune,"movimiento en defensa del medio ambiente de la higuera, comite de agua potable rural los choros, asociacion de pequenos propietarios agricolas de los choros;proyecto minero-portuario dominga",organizacion territorial,proyecto,recurso judicial,judicial,judicial::2025-08,H0001,dominga,False,,[],False
1557,2025-08-27,proyecto dominga,la higuera,commune,andes iron y primer tribunal ambiental de antofagasta;organizaciones de pesca artesanal y turismo de la higuera y freirina,comunidad/organizacion territorial,empresa/tribunal,oposicion judicial,otro,otro::2025-08,H0001,proyecto dominga,False,,[],False
1559,2025-01-08,proyecto dominga,la higuera,commune,primer tribunal ambiental de antofagasta;proyecto dominga,tribunal ambiental,proyecto,rechazo oficial,otro,otro::2025-01,H0001,proyecto dominga,False,,[],False
1563,2025-01-09,dominga,la higuera,commune,andes iron;comite de ministros,empresa,comité de ministros,rechazo administrativo con recurso judicial previo y nuevo recurso anunciado,judicial,judicial::2025-01,H0001,dominga,False,,[],False
1565,2025-01-10,dominga,coquimbo,other,comision de medio ambiente de la camara de diputados;federacion de defensa de chile (fadechi) y organizaciones sociales de la comuna de la higuera,organización territorial / coalición comunitaria,autoridad / institución parlamentaria,protesta con denuncia y exigencia formal,manifestacion_publica,manifestacion_publica::2025-01,H0001,dominga,False,,[],False
1570,2025-06-03,dominga,la higuera,commune,bancada climatica;corte suprema,bancada parlamentaria,tribunal,declaracion publica,manifestacion_publica,manifestacion_publica::2025-06,H0001,dominga,False,,[],False
1572,2025-01-07,dominga,la higuera,other,asociacion de mariscadores y pescadores de los choros;comite de ministros,comunidad,comite de ministros,reclamacion formal,administrativo_general,administrativo_general::2025-01,H0001,dominga,False,,[],False
1586,2025-01-08,dominga,la higuera,commune,"alcaldesa de la higuera, uberlinda aquea;proyecto minero dominga",municipio,proyecto,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2025-01,H0001,dominga,False,,[],False
1588,2024-12-12,dominga,la higuera,commune,"gobierno del presidente gabriel boric, comite de ministros;sindicatos de pescadores artesanales de la comuna de la higuera",sindicato de pescadores artesanales,gobierno / comité de ministros,comunicado formal con exigencia y amenaza de accion penal,otro,otro::2024-12,H0001,dominga,False,,[],False
1590,2025-02-10,dominga,la higuera,commune,municipio de la higuera;proyecto dominga,municipio,proyecto,oposicion formal,otro,otro::2025-02,H0001,dominga,False,,[],False
1591,2024-12-27,dominga,la higuera,commune,"oceana, asociacion gremial de pescadores y mariscadores de los choros, personas naturales, modema;primer tribunal ambiental de antofagasta","ONG, asociación gremial, personas naturales",tribunal ambiental,recurso de casacion,judicial,judicial::2024-12,H0001,dominga,False,,[],False
1594,2025-01-10,proyecto dominga,coquimbo,commune,"andes iron;felix gonzalez, patricio rosas, daniella cicardini",diputado / parlamentario,empresa,protesta con violencia,manifestacion_publica,manifestacion_publica::2025-01,H0001,proyecto dominga,False,,[],False
1597,2023-01-13,dominga,la higuera,locality,ministra maisa rojas;pescadores de la higuera,comunidad,autoridad,recurso,otro,otro::2023-01,H0001,dominga,False,,[],False
1602,2021-11-17,dominga,coquimbo,other,andes iron;greenpeace,ONG,empresa,reclamacion pac,administrativo_general,administrativo_general::2021-11,H0001,dominga,False,,[],False
1604,2023-01-18,dominga,la higuera,commune,"andes iron, comite de ministros;pescadores de la zona, coprovi de la higuera, fima","comunidad, organizacion territorial, ONG","empresa, comite de ministros","recurso ambiental, protesta, declaracion publica",manifestacion_publica,manifestacion_publica::2023-01,H0001,dominga,False,,[],False
1605,2019-03-07,proyecto dominga,la higuera,commune,"alianza humboldt, fundacion geute conservacion sur, oceana, asociacion gremial de mariscadores y pescadores de los choros, movimiento en defensa del medio ambiente de la higuera, comite de agua potable rural los choros, asociacion de pequenos propietarios agricolas de los choros, asociacion comunal de la higuera;andes iron spa",ONG y organizaciones comunitarias,empresa,recurso de casacion,judicial,judicial::2019-03,H0001,proyecto dominga,False,,[],False
1610,2021-10-05,dominga,coquimbo,other,comision ambiental de coquimbo;oceana chile,ONG,comision_ambiental,reclamacion_publica,administrativo_general,administrativo_general::2021-10,H0001,dominga,False,,[],False
1611,2021-08-14,minera dominga,coquimbo,commune,andes iron;manifestantes,comunidad,empresa,protesta,manifestacion_publica,manifestacion_publica::2021-08,H0001,minera dominga,False,,[],False
1612,2017-09-01,dominga,region de coquimbo,region,andes iron;comite de ministros,empresa,comité ministerial,rechazo administrativo con impugnacion,otro,otro::2017-09,H0001,dominga,False,,[],False
1613,2023-01-18,minera dominga,la higuera,commune,alianza de humboldt;comite de ministros,coalicion_ONG,comite_ministros,reclamacion,administrativo_general,administrativo_general::2023-01,H0001,minera dominga,False,,[],False
1614,2022-04-07,proyecto dominga,la higuera,commune,"oceana, fima, pescadores y trabajadores turismo;proyecto dominga / andes iron",ONG y pescadores,proyecto minero,recurso judicial,judicial,judicial::2022-04,H0001,proyecto dominga,False,,[],False
1615,2021-08-11,dominga,la higuera,commune,"andes iron, comision de evaluacion ambiental de coquimbo, gobierno de sebastian pinera;fima, greenpeace, alianza humboldt, bancada apruebo dignidad, jennifer mella, diego ibanez, paula narvaez","ONG, coalición territorial, partido político, convencional, candidata presidencial","empresa, comisión evaluadora, gobierno","rechazo formal, recursos judiciales, emplazamiento politico",manifestacion_publica,manifestacion_publica::2021-08,H0001,dominga,False,,[],False
1620,2019-02-18,dominga,la higuera,commune,movimiento en defensa del medioambiente de la higuera (modema);proyecto dominga,ONG / movimiento ambiental,proyecto,oposicion formal,otro,otro::2019-02,H0001,dominga,False,,[],False
1625,2020-03-04,dominga,la higuera,commune,andes iron;oceana,ONG,empresa,alegatos judiciales,otro,otro::2020-03,H0001,dominga,False,,[],False
1626,2021-08-12,dominga,la higuera,commune,"adriana munoz, daniel nunez, organizaciones sociales opositoras;proyecto dominga, andes iron, coeva de coquimbo, gobierno del presidente pinera","senadora, diputado, comunidades, organizaciones sociales","proyecto, empresa, Coeva, gobierno",rechazo politico y judicial,otro,otro::2021-08,H0001,dominga,False,,[],False
1628,2021-08-11,dominga,la higuera,commune,"proyecto dominga, comision de evaluacion ambiental de coquimbo;yasna provoste, guido girardi, ambientalistas, vecinos","senadores, organizaciones ambientalistas, comunidades","proyecto minero-portuario Dominga, Comisión Ambiental de Coquimbo",rechazo formal,manifestacion_publica,manifestacion_publica::2021-08,H0001,dominga,False,,[],False
1629,2021-08-11,dominga,coquimbo,other,alianza humboldt;andes iron,ONG,empresa,recurso de casacion,judicial,judicial::2021-08,H0001,dominga,False,,[],False
1631,2021-08-11,dominga,la higuera,commune,oceana inc;primer tribunal ambiental de antofagasta,ONG,tribunal,"recurso judicial, recurso de reposicion, manifestaciones",judicial,judicial::2021-08,H0001,dominga,False,,[],False
1634,2022-01-12,dominga,region de coquimbo,other,comision de evaluacion ambiental de la region de coquimbo;oceana inc,ONG,Comisión de Evaluación Ambiental,recurso de proteccion,judicial,judicial::2022-01,H0001,dominga,False,,[],False
1637,2021-08-12,proyecto dominga,la higuera,commune,"pescadores, comunidades de la higuera, organizaciones medio ambientales;primer tribunal ambiental de antofagasta, proyecto dominga","comunidades, pescadores, organizaciones ambientales","tribunal ambiental, proyecto minero",recurso de casacion,judicial,judicial::2021-08,H0001,proyecto dominga,False,,[],False
1638,2021-04-21,dominga,la higuera,commune,andes iron;pescadores de la higuera,comunidad,empresa,declaracion publica,manifestacion_publica,manifestacion_publica::2021-04,H0001,dominga,False,,[],False
1639,2021-10-05,proyecto dominga,la higuera,commune,comunidad juanita vergara (pueblo chango);proyecto dominga y presidente sebastian pinera,comunidad indígena,proyecto minero y autoridad estatal,rechazo y emplazamiento publico,otro,otro::2021-10,H0001,proyecto dominga,False,,[],False
1640,2023-01-18,proyecto dominga,la higuera,commune,"andes iron;pescadores, vecinos, cooperativa coproi la higuera",comunidad/organización territorial,empresa,recurso de reclamacion,administrativo_general,administrativo_general::2023-01,H0001,proyecto dominga,False,,[],False
1647,2023-01-11,dominga,la higuera,commune,gobierno;nathalie castillo,diputada,Gobierno,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2023-01,H0001,dominga,False,,[],False
1649,2017-12-01,dominga,la higuera,commune,minera andes iron;primer tribunal ambiental,empresa,tribunal,reclamacion administrativa,administrativo_general,administrativo_general::2017-12,H0001,dominga,False,,[],False
1652,2025-09-17,dominga,la higuera,commune,andes iron;servicio de evaluacion ambiental (sea) y opositores,institución pública / opositores,empresa,recurso judicial,judicial,judicial::2025-09,H0001,dominga,False,,[],False
1658,2024-12-10,dominga,la higuera,commune,andes iron spa;comite de ministros,empresa,autoridad,comunicado formal de rechazo,otro,otro::2024-12,H0001,dominga,False,,[],False
1662,2025-01-08,proyecto dominga,la higuera,commune,andes iron;fima,ONG,empresa,rechazo administrativo,otro,otro::2025-01,H0001,proyecto dominga,False,,[],False
1663,2023-12-20,dominga,region de coquimbo,region,andes iron;servicio de evaluacion ambiental (sea),empresa,autoridad ambiental,recurso de reclamacion,administrativo_general,administrativo_general::2023-12,H0001,dominga,False,,[],False
1664,2023-01-18,dominga,region de coquimbo,region,andes iron;oceana,ONG,empresa,reclamacion formal,administrativo_general,administrativo_general::2023-01,H0001,dominga,False,,[],False
1665,2022-01-17,dominga,la higuera,commune,andes iron;oceana y fima,ONG,empresa,recurso judicial,judicial,judicial::2022-01,H0001,dominga,False,,[],False
1666,2023-01-18,dominga,la higuera,locality,andes iron;comite de ministros,empresa,comité de ministros,recurso,otro,otro::2023-01,H0001,dominga,False,,[],False
1668,2022-04-07,dominga,la higuera,commune,andes iron;comunidades de la zona,comunidad,empresa,reclamacion judicial,judicial,judicial::2022-04,H0001,dominga,False,,[],False
1670,2021-08-11,dominga,la higuera,commune,"andes iron;pescadores, comunidades de la higuera y organizaciones ambientales",comunidad,empresa,recurso de casacion,judicial,judicial::2021-08,H0001,dominga,False,,[],False
1672,2017-03-09,minera dominga,la higuera,commune,andes iron;comision de evaluacion ambiental de la region de coquimbo,autoridad ambiental regional,empresa,rechazo rca con argumentos socioambientales,otro,otro::2017-03,H0001,minera dominga,False,,[],False
1675,2017-12-02,dominga,la higuera,commune,andes iron;comite de ministros,empresa,comité de ministros,recurso de reclamacion,administrativo_general,administrativo_general::2017-12,H0001,dominga,False,,[],False
1676,2025-05-20,dominga,la higuera,commune,ministerio del medio ambiente;sindicato de pescadores artesanales de totoralillo norte,sindicato,ministerio,"recurso judicial, denuncia penal, oposicion institucional",judicial,judicial::2025-05,H0001,dominga,False,,[],False
1677,2025-05-20,proyecto dominga,la higuera,commune,asociacion comunal de la higuera;gobierno,organización territorial,estado_actor,recurso judicial,judicial,judicial::2025-05,H0001,proyecto dominga,False,,[],False
1679,2025-05-07,dominga,la higuera,other,andes iron;sea de coquimbo,empresa,autoridad ambiental,recurso judicial,judicial,judicial::2025-05,H0001,dominga,False,,[],False
16790,2025-06-12,dominga,la higuera,commune,53 parlamentarios chilenos;proyecto dominga,parlamentarios,proyecto,declaracion publica de rechazo,manifestacion_publica,manifestacion_publica::2025-06,H0001,dominga,False,,[],False
16792,2024-12-30,proyecto dominga,reserva nacional pinguino de humboldt,protected_area,comite de ministros;fima,ONG,Comité de Ministros,"rechazo formal, impugnacion juridica, exigencia publica",manifestacion_publica,manifestacion_publica::2024-12,H0001,proyecto dominga,False,,[],False
16793,2021-08-28,proyecto dominga,reserva nacional de pinguinos de humboldt,protected_area,"andes iron, comision de evaluacion ambiental de coquimbo (coeva), tribunal ambiental;oceana chile, movimiento chao pescao, comunidades locales","ONG, movimiento social, comunidad local","empresa, autoridad ambiental","recurso judicial, impugnacion, denuncia, campana de resistencia",judicial,judicial::2021-08,H0001,proyecto dominga,False,,[],False
16794,2025-01-08,dominga,reserva nacional pinguino de humboldt,protected_area,andes iron;consejo de ministros,estado_institucional,empresa,resolucion administrativa de rechazo,otro,otro::2025-01,H0001,dominga,False,,[],False
16796,2025-01-08,proyecto dominga,reserva nacional pinguino de humboldt,protected_area,"comunidades de la higuera, pescadores, agricultores, cientificos, oceana;proyecto dominga, comite de ministros (en proceso previo)","comunidad, pescadores, ONG, científicos","proyecto minero, autoridad ambiental",rechazo oficial con base en reclamaciones,administrativo_general,administrativo_general::2025-01,H0001,proyecto dominga,False,,[],False
16797,2024-12-10,dominga,reserva nacional pinguino de humboldt,protected_area,andes iron spa;comite de ministros del gobierno de gabriel boric,empresa,comité de ministros,recurso judicial,judicial,judicial::2024-12,H0001,dominga,False,,[],False
16798,2022-12-29,dominga,reserva nacional pinguino de humboldt,protected_area,"proyecto dominga;subsecretaria de medio ambiente, conaf, subpesca, sag, dga, salud",servicio público,proyecto,informes tecnicos contrarios,otro,otro::2022-12,H0001,dominga,False,,[],False
1680,2023-06-30,proyecto minero-portuario dominga,la higuera,commune,andes iron;comite de ministros,empresa,comite de ministros,recurso judicial,judicial,judicial::2023-06,H0001,proyecto minero-portuario dominga,False,,[],False
16800,2021-09-28,proyecto dominga,reserva nacional pinguino de humboldt,protected_area,greenpeace;servicio de evaluacion ambiental,ONG,autoridad,reclamacion pac,administrativo_general,administrativo_general::2021-09,H0001,proyecto dominga,False,,[],False
16801,2017-08-07,dominga,la higuera,locality,comite de ministros;oceana chile,ONG,Comité de Ministros,recurso de reclamacion,administrativo_general,administrativo_general::2017-08,H0001,dominga,False,,[],False
16802,2021-08-12,dominga,reserva nacional pinguino de humboldt,protected_area,"andes iron, comision de evaluacion ambiental de coquimbo, seremi de agricultura, gobierno de pinera;funcionarios de conaf, marcelo mena, adriana munoz, krist naranjo","funcionarios públicos, autoridad regional, senadora, exministro","empresa, comisión ambiental, seremi, gobierno","rechazo formal, recurso judicial, denuncia publica",judicial,judicial::2021-08,H0001,dominga,False,,[],False
16803,2023-01-18,dominga,reserva nacional pinguino de humboldt,protected_area,personas y organizaciones;proyecto minero-portuario dominga,personas y organizaciones,proyecto,recurso de reclamacion,administrativo_general,administrativo_general::2023-01,H0001,dominga,False,,[],False
16804,2023-01-18,minera dominga,punta de choros,locality,andes iron;comunidad de punta de choros,comunidad,empresa,rechazo oficial,otro,otro::2023-01,H0001,minera dominga,False,,[],False
16807,2019-03-04,minera dominga,la higuera,commune,alianza humboldt;minera dominga de andes iron,coalición de ONGs,proyecto,recurso judicial,judicial,judicial::2019-03,H0001,minera dominga,False,,[],False
16808,2016-12-05,dominga,la higuera,commune,cap;federacion de pescadores de la higuera,comunidad,empresa,protesta,manifestacion_publica,manifestacion_publica::2016-12,H0001,dominga,False,,[],False
16812,2023-02-24,minera dominga,la higuera,commune,"gabriel molina;jorge cabrera, nestor zambra, raul julio araya",pescadores,pescador,querella,otro,otro::2023-02,H0001,minera dominga,False,,[],False
16813,2022-01-13,minera dominga,la higuera,commune,habitantes de la higuera;minera dominga andes iron,comunidad,empresa,conciliacion_judicial,otro,otro::2022-01,H0001,minera dominga,False,,[],False
1682,2023-12-21,dominga,region de coquimbo,region,andes iron;comite de ministros (sea),empresa,comité de ministros / SEA,recurso de reclamacion,administrativo_general,administrativo_general::2023-12,H0001,dominga,False,,[],False
1683,2025-07-31,dominga,la higuera,commune,"ministro jean pierre matus, corte suprema;servicio de evaluacion ambiental, oceana inc., movimiento en defensa del medio ambiente, comite de agua potable rural los choros, asociacion de pequenos propietarios agricolas de los choros","ONG, comité comunitario, servicio público",tribunal,recusacion judicial,otro,otro::2025-07,H0001,dominga,False,,[],False
1684,2025-08-14,dominga,la higuera,commune,"dominga;oceana, movimiento en defensa del medio ambiente de la higuera, comite de agua potable rural los choros, asociacion de pequenos propietarios agricolas de los choros",ONG y organizaciones comunitarias,proyecto,recurso judicial,judicial,judicial::2025-08,H0001,dominga,False,,[],False
1685,2025-05-27,dominga,la higuera,commune,"jean pierre matus;movimiento en defensa del medio ambiente de la higuera, comite de agua potable de los choros, asociacion de pequenos propietarios agricolas de los choros, oceana",ONG y organizaciones territoriales,ministro de Corte Suprema,recusacion judicial,otro,otro::2025-05,H0001,dominga,False,,[],False
